Source-Destination Pair,Total Data (bytes)
172.16.133.78:59324 -> 172.16.139.250:5440,590
172.16.133.67:56093 -> 172.16.139.250:5440,325
172.16.133.56:61534 -> 172.16.139.250:5440,530
172.16.133.6:60209 -> 8.8.8.8:53,85
172.16.133.132:40243 -> 69.25.24.24:80,180
172.16.133.41:53241 -> 172.16.139.250:5440,66
172.16.133.21:50793 -> 96.43.146.176:443,7378
172.16.133.233:22 -> 172.16.128.233:55267,2980
172.16.133.85:52369 -> 172.16.139.250:5440,325
172.16.133.43:57876 -> 172.16.139.250:5440,60
172.16.133.13:53133 -> 172.16.139.250:5440,265
172.16.133.132:50384 -> 184.172.28.153:80,66
172.16.133.20:62507 -> 172.16.139.250:5440,60
172.16.133.42:57219 -> 172.16.139.250:5440,60
172.16.133.75:51072 -> 172.16.139.250:5440,391
172.16.133.28:49217 -> 172.16.139.250:5440,120
67.69.174.25:80 -> 172.16.133.54:64838,60
172.16.133.132:40711 -> 184.173.189.190:80,180
23.21.118.18:443 -> 172.16.133.54:64443,91
172.16.133.87:60330 -> 172.16.139.250:5440,457
172.16.133.35:50069 -> 172.16.139.250:5440,120
172.16.133.132:51897 -> 50.116.194.21:80,74
172.16.133.116:53662 -> 172.16.139.250:5440,186
172.16.128.169:4787 -> 172.16.133.248:161,117
132.245.2.22:443 -> 172.16.133.71:57574,3094
184.172.28.156:80 -> 172.16.133.132:46131,74
172.16.133.49:55889 -> 172.16.139.250:5440,66
172.16.133.254:161 -> 172.16.128.169:4773,129
50.116.194.21:80 -> 172.16.133.132:51897,479
172.16.133.71:57574 -> 132.245.2.22:443,120
172.16.133.92:57777 -> 172.16.139.250:5440,60
172.16.133.112:34720 -> 172.16.128.202:53,85
172.16.133.132:46131 -> 184.172.28.156:80,66
172.16.133.29:61062 -> 172.16.139.250:5440,325
172.16.133.44:64931 -> 172.16.139.250:5440,120
172.16.133.78:59326 -> 98.113.186.78:60198,864
172.16.133.83:57185 -> 172.16.139.250:5440,325
172.16.133.40:59681 -> 202.79.18.77:34878,148
172.16.133.93:60854 -> 172.16.139.250:5440,60
172.16.133.55:57727 -> 172.16.139.250:5440,391
172.16.133.73:60786 -> 172.16.139.250:5440,120
172.16.133.21:53288 -> 172.16.139.250:5440,180
172.16.133.53:54213 -> 172.16.139.250:5440,60
172.16.133.25:63584 -> 172.16.139.250:5440,60
172.16.133.30:62752 -> 172.16.139.250:5440,265
172.16.133.34:50536 -> 172.16.139.250:5440,397
172.16.133.71:57573 -> 132.245.2.22:443,3148
172.16.133.33:57999 -> 172.16.139.250:5440,530
172.16.133.25:63392 -> 173.194.43.46:80,60
76.13.234.33:80 -> 172.16.133.132:59407,60
172.16.133.12:59876 -> 172.16.139.250:5440,120
172.16.133.118:58224 -> 216.115.217.254:443,66
172.16.133.82:61498 -> 204.232.201.76:443,60
172.16.133.63:53994 -> 172.16.139.250:5440,60
172.16.133.66:54001 -> 172.16.139.250:5440,240
67.217.66.49:443 -> 172.16.133.114:55337,769
172.16.133.34:50537 -> 68.64.24.250:443,60
172.16.133.34:50539 -> 216.219.118.244:443,60
172.16.133.87:59857 -> 96.43.146.50:443,120
172.16.133.78:59327 -> 172.16.139.250:5440,325
96.43.146.50:443 -> 172.16.133.87:59856,60
96.43.146.22:443 -> 172.16.133.87:59882,77
96.43.146.22:443 -> 172.16.133.87:59881,137
172.16.133.87:59851 -> 96.43.146.22:443,60
172.16.133.87:59854 -> 96.43.146.50:443,60
96.43.146.50:443 -> 172.16.133.87:59857,60
216.219.120.244:443 -> 172.16.133.118:58225,60
172.16.133.67:56094 -> 172.16.139.250:5440,120
173.194.43.54:443 -> 172.16.133.29:59842,436
172.16.133.56:61535 -> 172.16.139.250:5440,325
172.16.133.26:49486 -> 96.43.146.176:443,668
172.16.133.34:50540 -> 216.115.219.126:443,60
172.16.133.118:58227 -> 202.173.27.250:443,66
172.16.133.41:53242 -> 172.16.139.250:5440,60
172.16.133.85:52370 -> 172.16.139.250:5440,120
96.43.146.48:443 -> 172.16.133.21:63839,30414
172.16.133.43:57878 -> 172.16.139.250:5440,66
172.16.133.42:57220 -> 172.16.139.250:5440,60
172.16.133.128:65067 -> 216.219.112.250:443,66
172.16.133.13:53134 -> 172.16.139.250:5440,60
157.56.236.102:443 -> 172.16.133.43:57877,200
172.16.133.43:57877 -> 157.56.236.102:443,531
96.43.146.22:443 -> 172.16.133.43:57442,60
172.16.133.118:58226 -> 216.115.220.254:443,60
172.16.133.75:51073 -> 172.16.139.250:5440,391
172.16.133.43:57879 -> 172.16.139.250:5440,60
172.16.133.20:62508 -> 172.16.139.250:5440,60
172.16.133.28:49218 -> 172.16.139.250:5440,120
172.16.133.99:56163 -> 172.16.139.250:5440,60
216.115.219.126:443 -> 172.16.133.34:50540,60
172.16.133.23:55008 -> 96.43.146.22:443,60
172.16.133.87:60331 -> 172.16.139.250:5440,60
172.16.133.116:53663 -> 172.16.139.250:5440,120
172.16.133.35:50070 -> 172.16.139.250:5440,385
172.16.133.128:65066 -> 66.151.158.187:443,60
96.43.146.22:443 -> 172.16.133.23:55009,137
172.16.133.73:59939 -> 23.32.176.63:443,4722
202.173.27.250:443 -> 172.16.133.118:58227,60
172.16.133.109:49151 -> 68.87.152.185:65510,1468
172.16.133.49:55890 -> 172.16.139.250:5440,120
8.8.8.8:53 -> 172.16.133.6:50567,98
172.16.133.6:59616 -> 8.8.8.8:53,73
172.16.133.95:57065 -> 172.16.139.250:5440,60
8.8.8.8:53 -> 172.16.133.6:52717,109
184.173.189.190:80 -> 172.16.133.132:40711,483
172.16.133.92:57778 -> 172.16.139.250:5440,186
23.13.210.227:80 -> 172.16.133.132:46317,1211
172.16.133.132:35323 -> 74.119.118.94:80,1183
172.16.133.44:64932 -> 172.16.139.250:5440,325
23.67.243.65:80 -> 172.16.133.132:46330,1886
172.16.133.132:46330 -> 23.67.243.65:80,1103
172.16.133.207:56029 -> 172.16.139.250:5440,186
8.8.8.8:53 -> 172.16.133.6:53447,175
173.241.242.7:80 -> 172.16.133.132:49800,570
172.16.133.83:57186 -> 172.16.139.250:5440,66
8.8.8.8:53 -> 172.16.133.6:51041,122
172.16.133.132:40192 -> 23.0.51.167:80,132
172.16.133.132:35485 -> 63.135.90.139:80,134
172.16.133.93:60855 -> 172.16.139.250:5440,66
206.188.4.2:80 -> 172.16.133.132:45946,60
172.16.133.11:55249 -> 172.16.139.250:5440,126
209.190.70.254:80 -> 172.16.133.132:59951,60
23.32.178.116:80 -> 172.16.133.132:39549,74
172.16.133.41:51307 -> 96.43.146.48:443,2219
149.174.149.39:80 -> 172.16.133.132:57460,66
67.217.177.93:80 -> 172.16.133.132:46910,66
172.16.133.55:57728 -> 172.16.139.250:5440,60
96.43.146.176:443 -> 172.16.133.41:53245,4645
172.16.133.73:60787 -> 172.16.139.250:5440,530
172.16.133.53:54214 -> 172.16.139.250:5440,120
132.245.2.22:443 -> 172.16.133.71:57575,2466
172.16.133.30:62753 -> 172.16.139.250:5440,265
23.0.50.77:80 -> 172.16.133.132:57515,552
172.16.133.25:63585 -> 172.16.139.250:5440,240
172.16.133.34:50541 -> 172.16.139.250:5440,120
172.16.133.132:53576 -> 74.121.142.248:80,605
172.16.133.97:59490 -> 172.16.139.250:5440,120
85.90.254.45:80 -> 172.16.133.132:59326,74
172.16.133.41:53246 -> 96.43.146.176:443,3999
172.16.133.92:49664 -> 96.43.146.48:443,608
172.16.133.66:58185 -> 173.194.76.125:5222,60
172.16.133.41:53247 -> 96.43.146.176:443,4014
172.16.133.21:52700 -> 96.43.146.22:443,1534
172.16.133.33:58000 -> 172.16.139.250:5440,60
172.16.133.66:53977 -> 23.0.49.244:80,699
96.43.146.176:443 -> 172.16.133.41:53244,2984
96.43.146.176:443 -> 172.16.133.41:53247,6730
172.16.133.12:59877 -> 172.16.139.250:5440,60
172.16.133.63:53995 -> 172.16.139.250:5440,265
172.16.133.66:54002 -> 172.16.139.250:5440,60
138.108.6.20:80 -> 172.16.133.132:54269,711
172.16.133.82:61514 -> 172.16.139.250:5440,331
172.16.133.132:49820 -> 173.241.242.7:80,553
172.16.133.37:60721 -> 172.16.139.250:5440,180
172.16.133.11:49562 -> 157.56.244.214:443,60
172.16.133.132:39549 -> 23.32.178.116:80,66
172.16.133.78:59328 -> 172.16.139.250:5440,120
172.16.133.128:65069 -> 208.111.161.254:80,1040
172.16.133.128:65075 -> 208.111.160.6:80,66
172.16.133.128:65073 -> 208.111.160.6:80,120
172.16.133.56:61536 -> 172.16.139.250:5440,325
74.121.142.248:80 -> 172.16.133.132:53605,206
172.16.133.6:60387 -> 8.8.8.8:53,78
172.16.133.41:53248 -> 172.16.139.250:5440,530
172.16.133.66:53524 -> 216.52.242.97:80,60
172.16.133.60:55365 -> 172.16.139.250:5447,140
23.32.181.109:80 -> 172.16.133.132:38365,795
172.16.133.42:57221 -> 172.16.139.250:5440,265
172.16.133.85:52371 -> 172.16.139.250:5440,265
172.16.133.43:57880 -> 172.16.139.250:5440,265
172.16.133.58:53908 -> 65.55.71.195:443,66
172.16.133.54:64868 -> 108.161.187.32:80,60
172.16.133.13:53135 -> 172.16.139.250:5440,325
63.147.189.115:80 -> 172.16.133.113:55659,206
23.33.81.244:80 -> 172.16.133.66:53501,1514
172.16.133.132:49260 -> 107.6.106.10:80,60
172.16.133.20:62509 -> 172.16.139.250:5440,60
172.16.133.75:51074 -> 172.16.139.250:5440,126
172.16.133.28:49219 -> 172.16.139.250:5440,60
172.16.133.99:56164 -> 172.16.139.250:5440,331
172.16.133.56:61497 -> 208.111.161.254:80,60
172.16.133.87:60332 -> 172.16.139.250:5440,66
172.16.133.35:50071 -> 172.16.139.250:5440,325
172.16.133.132:49262 -> 107.6.106.10:80,595
172.16.133.116:53667 -> 172.16.139.250:5440,60
172.16.133.116:53668 -> 172.16.139.250:5440,457
172.16.128.169:4852 -> 172.16.133.248:161,117
172.16.133.248:161 -> 172.16.128.169:4852,129
216.52.121.177:80 -> 172.16.133.132:47037,78
69.172.216.156:80 -> 172.16.133.54:64888,298
172.16.133.41:53244 -> 96.43.146.176:443,3680
172.16.133.132:52667 -> 173.194.43.32:80,198
172.16.133.132:47037 -> 216.52.121.177:80,66
172.16.133.23:55013 -> 96.43.146.22:443,60
172.16.133.132:49828 -> 173.241.242.7:80,488
173.194.43.32:80 -> 172.16.133.132:52667,1550
172.16.133.28:65108 -> 23.33.81.244:80,616
172.16.133.95:57066 -> 172.16.139.250:5440,385
172.16.133.132:38351 -> 207.171.163.14:80,74
172.16.133.93:60812 -> 173.194.74.95:80,60
172.16.133.93:60809 -> 199.48.204.30:80,120
172.16.133.93:60808 -> 199.48.204.30:80,60
172.16.133.41:53245 -> 96.43.146.176:443,1534
172.16.133.92:57779 -> 172.16.139.250:5440,530
172.16.133.71:57576 -> 132.245.2.22:443,120
172.16.133.24:57701 -> 180.153.31.250:443,60
172.16.133.44:64933 -> 172.16.139.250:5440,325
23.67.242.66:80 -> 172.16.133.93:60824,60
74.125.226.4:80 -> 172.16.133.93:60818,60
172.16.133.207:56030 -> 172.16.139.250:5440,60
172.16.133.83:57187 -> 172.16.139.250:5440,451
168.215.63.101:80 -> 172.16.133.93:60817,60
172.16.133.93:60856 -> 172.16.139.250:5440,60
172.16.133.11:55250 -> 172.16.139.250:5440,132
107.6.106.10:80 -> 172.16.133.132:49262,60
172.16.133.55:57729 -> 172.16.139.250:5440,120
172.16.133.53:54215 -> 172.16.139.250:5440,66
172.16.133.73:60788 -> 172.16.139.250:5440,60
172.16.133.30:62754 -> 172.16.139.250:5440,590
172.16.133.25:63586 -> 172.16.139.250:5440,265
172.16.133.34:50542 -> 172.16.139.250:5440,66
96.43.146.176:443 -> 172.16.133.41:53246,4124
172.16.133.97:59491 -> 172.16.139.250:5440,265
172.16.133.21:53290 -> 172.16.139.250:5440,60
172.16.133.33:58001 -> 172.16.139.250:5440,60
172.16.133.96:53354 -> 173.194.43.53:443,270
172.16.133.68:60857 -> 172.16.139.250:5440,325
172.16.133.12:59878 -> 172.16.139.250:5440,60
173.194.43.53:443 -> 172.16.133.96:53354,903
172.16.133.71:57575 -> 132.245.2.22:443,1514
172.16.133.78:59329 -> 172.16.139.250:5440,265
132.245.2.22:443 -> 172.16.133.71:57576,60
172.16.133.34:50545 -> 216.219.118.244:443,60
172.16.133.67:56096 -> 172.16.139.250:5440,265
157.56.236.102:443 -> 172.16.133.43:62630,120
173.194.43.57:80 -> 172.16.133.132:47111,74
172.16.133.113:55660 -> 172.16.139.250:135,60
207.171.163.14:80 -> 172.16.133.132:38351,60
172.16.133.37:60724 -> 96.43.146.22:443,157
172.16.133.42:57222 -> 172.16.139.250:5440,120
157.56.236.102:443 -> 172.16.133.43:62631,235
172.16.133.43:57881 -> 172.16.139.250:5440,60
96.43.146.22:443 -> 172.16.133.37:60724,120
172.16.133.13:53136 -> 172.16.139.250:5440,60
96.43.146.22:443 -> 172.16.133.37:59428,572
172.16.133.30:62755 -> 216.221.224.26:80,60
172.16.133.20:62510 -> 172.16.139.250:5440,120
172.16.133.75:51075 -> 172.16.139.250:5440,265
172.16.133.28:49220 -> 172.16.139.250:5440,385
172.16.133.54:64358 -> 208.47.254.81:80,120
172.16.133.40:50196 -> 23.6.17.224:443,60
172.16.133.99:56165 -> 172.16.139.250:5440,60
216.221.224.26:80 -> 172.16.133.30:62755,1434
157.56.244.214:443 -> 172.16.133.115:49478,240
172.16.133.35:50072 -> 172.16.139.250:5440,596
172.16.133.116:53670 -> 172.16.139.250:5440,132
172.16.128.169:4894 -> 172.16.133.242:161,117
172.16.133.252:161 -> 172.16.128.169:4892,123
172.16.133.254:161 -> 172.16.128.169:4893,123
172.16.133.116:53671 -> 172.16.139.250:5440,126
172.16.133.88:64805 -> 157.56.238.6:443,99
172.16.133.84:58900 -> 172.16.139.250:5440,325
172.16.133.128:65082 -> 216.219.112.250:443,60
172.16.133.118:58231 -> 202.173.27.250:443,66
172.16.133.37:59428 -> 96.43.146.22:443,1474
172.16.133.128:64593 -> 173.194.43.60:80,1239
172.16.133.36:63681 -> 96.43.146.22:443,1080
8.8.8.8:53 -> 172.16.133.6:64433,100
172.16.133.128:65085 -> 63.241.108.124:80,66
172.16.133.95:57067 -> 172.16.139.250:5440,120
172.16.133.6:60997 -> 8.8.8.8:53,82
172.16.133.92:57780 -> 172.16.139.250:5440,265
172.16.133.44:64934 -> 172.16.139.250:5440,120
8.8.8.8:53 -> 172.16.133.6:60997,98
173.194.43.59:80 -> 172.16.133.128:65087,66
172.16.133.207:56031 -> 172.16.139.250:5440,66
172.16.133.83:57188 -> 172.16.139.250:5440,60
172.16.133.93:60857 -> 172.16.139.250:5440,60
172.16.133.55:57730 -> 172.16.139.250:5440,66
172.16.133.11:55251 -> 172.16.139.250:5440,265
172.16.133.73:60789 -> 172.16.139.250:5440,331
172.16.133.53:54216 -> 172.16.139.250:5440,120
172.16.133.21:53291 -> 172.16.139.250:5440,331
172.16.133.30:62756 -> 172.16.139.250:5440,186
172.16.133.25:63587 -> 172.16.139.250:5440,66
173.194.75.103:443 -> 172.16.133.36:64969,155
172.16.133.36:64969 -> 173.194.75.103:443,60
172.16.133.34:50547 -> 172.16.139.250:5440,331
96.43.146.22:443 -> 172.16.133.121:56477,120
172.16.133.97:59492 -> 172.16.139.250:5440,66
172.16.133.118:58230 -> 216.115.220.254:443,60
172.16.133.33:58002 -> 172.16.139.250:5440,66
172.16.133.6:54781 -> 8.8.8.8:53,82
172.16.133.132:47044 -> 216.52.121.177:80,74
172.16.133.132:49831 -> 173.241.242.7:80,120
172.16.133.54:64480 -> 54.243.145.248:80,120
172.16.133.68:60858 -> 172.16.139.250:5440,325
172.16.133.12:59879 -> 172.16.139.250:5440,126
172.16.133.63:53997 -> 172.16.139.250:5440,132
173.241.242.7:80 -> 172.16.133.132:49831,497
74.119.118.94:80 -> 172.16.133.132:35323,66
216.52.121.177:80 -> 172.16.133.132:47044,66
172.16.133.82:61516 -> 172.16.139.250:5440,60
172.16.133.55:50551 -> 96.43.146.176:443,394
172.16.133.37:60725 -> 172.16.139.250:5440,60
172.16.133.41:53250 -> 96.43.146.176:443,66
172.16.133.126:61939 -> 66.175.214.5:3333,1016
202.173.27.250:443 -> 172.16.133.118:58231,60
66.114.52.21:80 -> 172.16.133.126:61938,3028
172.16.133.78:59330 -> 172.16.139.250:5440,391
66.175.214.5:3333 -> 172.16.133.126:61939,186
172.16.133.126:61938 -> 66.114.52.21:80,60
64.94.107.14:80 -> 172.16.133.126:61941,62
172.16.133.128:65091 -> 64.94.107.14:80,66
172.16.133.56:61538 -> 172.16.139.250:5440,60
64.94.107.14:80 -> 172.16.133.128:65091,60
172.16.133.41:53251 -> 172.16.139.250:5440,60
172.16.133.44:64413 -> 96.43.146.176:443,60
173.194.43.41:80 -> 172.16.133.126:61943,490
172.16.133.126:61944 -> 64.94.107.14:80,66
208.44.23.50:80 -> 172.16.133.128:64840,302
172.16.133.42:57223 -> 172.16.139.250:5440,60
172.16.133.85:52373 -> 172.16.139.250:5440,60
172.16.133.43:57882 -> 172.16.139.250:5440,391
172.16.133.13:53137 -> 172.16.139.250:5440,265
209.190.70.254:80 -> 172.16.133.54:64885,60
64.94.107.14:80 -> 172.16.133.126:61944,60
172.16.133.20:62511 -> 172.16.139.250:5440,325
172.16.133.75:51076 -> 172.16.139.250:5440,650
172.16.133.28:49221 -> 172.16.139.250:5440,60
8.8.8.8:53 -> 172.16.133.6:55437,85
172.16.133.6:55437 -> 8.8.4.4:53,85
172.16.133.128:65089 -> 202.173.24.200:443,60
172.16.128.202:53 -> 172.16.133.112:60794,85
172.16.133.87:60334 -> 172.16.139.250:5440,60
172.16.133.35:50073 -> 172.16.139.250:5440,126
172.16.133.116:53673 -> 172.16.139.250:5440,66
172.16.133.116:53674 -> 172.16.139.250:5440,126
172.16.128.169:4924 -> 172.16.133.242:161,117
172.16.133.254:161 -> 172.16.128.169:4922,130
172.16.133.116:53675 -> 172.16.139.250:5440,325
172.16.133.84:58901 -> 172.16.139.250:5440,60
172.16.133.55:57621 -> 173.194.43.36:80,60
172.16.133.49:55893 -> 172.16.139.250:5440,246
172.16.133.95:57068 -> 172.16.139.250:5440,265
172.16.133.24:57702 -> 180.153.31.250:443,126
172.16.133.92:57781 -> 172.16.139.250:5440,180
172.16.133.29:61066 -> 172.16.139.250:5440,325
172.16.133.44:64935 -> 172.16.139.250:5440,66
96.43.146.22:443 -> 172.16.133.87:60141,60
172.16.133.83:57189 -> 172.16.139.250:5440,246
172.16.133.93:60858 -> 172.16.139.250:5440,451
172.16.133.28:49193 -> 208.111.160.6:80,60
172.16.133.11:55253 -> 172.16.139.250:5440,60
172.16.133.55:57731 -> 172.16.139.250:5440,180
172.16.133.73:60790 -> 172.16.139.250:5440,120
172.16.133.53:54217 -> 172.16.139.250:5440,650
172.16.133.30:62757 -> 172.16.139.250:5440,60
172.16.133.25:63588 -> 172.16.139.250:5440,66
172.16.133.34:50548 -> 172.16.139.250:5440,60
172.16.133.97:59493 -> 172.16.139.250:5440,126
172.16.133.235:2701 -> 172.16.131.10:8080,326
172.16.133.36:65081 -> 54.243.254.190:443,1058
208.111.160.6:80 -> 172.16.133.28:49192,60
172.16.133.113:50531 -> 69.171.246.17:443,60
54.243.254.190:443 -> 172.16.133.36:65082,1443
54.243.254.190:443 -> 172.16.133.36:65084,74
172.16.133.36:65083 -> 54.243.254.190:443,132
180.153.31.250:443 -> 172.16.133.24:57702,60
54.243.254.190:443 -> 172.16.133.36:65080,2204
172.16.133.33:58003 -> 172.16.139.250:5440,180
172.16.133.68:60859 -> 172.16.139.250:5440,126
172.16.133.12:59880 -> 172.16.139.250:5440,66
172.16.133.66:54005 -> 172.16.139.250:5440,120
172.16.133.36:65084 -> 54.243.254.190:443,198
172.16.133.36:65085 -> 54.243.254.190:443,1580
172.16.133.34:50549 -> 68.64.24.250:443,60
68.64.24.250:443 -> 172.16.133.34:50549,60
172.16.133.78:59331 -> 172.16.139.250:5440,120
172.16.133.67:56098 -> 172.16.139.250:5440,331
172.16.133.41:53252 -> 172.16.139.250:5440,120
172.16.133.34:50551 -> 216.219.118.244:443,60
172.16.133.54:64318 -> 96.43.146.22:443,60
172.16.133.132:56578 -> 74.119.118.84:80,66
172.16.133.85:52374 -> 172.16.139.250:5440,325
172.16.133.42:57224 -> 172.16.139.250:5440,60
172.16.133.43:57883 -> 172.16.139.250:5440,180
172.16.133.13:53138 -> 172.16.139.250:5440,60
54.243.254.190:443 -> 172.16.133.36:65081,439
78.108.118.250:443 -> 172.16.133.34:50550,60
172.16.133.132:47356 -> 204.13.194.191:80,726
172.16.133.75:51077 -> 172.16.139.250:5440,60
172.16.133.132:45984 -> 206.188.4.2:80,60
172.16.133.99:56167 -> 172.16.139.250:5440,126
173.241.242.7:80 -> 172.16.133.132:49842,60
172.16.133.242:161 -> 172.16.128.169:4955,123
172.16.133.248:161 -> 172.16.128.169:4954,123
172.16.133.132:50685 -> 173.241.242.187:80,74
172.16.133.116:53676 -> 172.16.139.250:5440,325
172.16.133.35:50074 -> 172.16.139.250:5440,60
172.16.133.116:53677 -> 172.16.139.250:5440,60
172.16.133.132:48758 -> 184.73.220.229:80,74
172.16.133.116:53678 -> 172.16.139.250:5440,120
23.67.242.24:80 -> 172.16.133.132:53778,74
74.117.199.102:80 -> 172.16.133.132:55172,70
172.16.133.132:53778 -> 23.67.242.24:80,518
172.16.133.132:55244 -> 64.12.96.244:80,74
64.12.96.244:80 -> 172.16.133.132:55244,60
172.16.133.49:55894 -> 172.16.139.250:5440,60
172.16.133.132:55172 -> 74.117.199.102:80,66
96.43.146.22:443 -> 172.16.133.29:60614,120
172.16.133.132:57967 -> 67.203.19.35:80,66
8.9.23.204:80 -> 172.16.133.132:44912,78
68.71.249.121:80 -> 172.16.133.132:33586,60
172.16.133.95:57069 -> 172.16.139.250:5440,120
172.16.133.29:61067 -> 172.16.139.250:5440,60
172.16.133.44:64936 -> 172.16.139.250:5440,265
67.203.19.35:80 -> 172.16.133.132:57967,66
172.16.133.93:60859 -> 172.16.139.250:5440,60
172.16.133.11:55255 -> 172.16.139.250:5440,120
173.194.43.35:443 -> 172.16.133.20:62190,221
172.16.133.25:63589 -> 172.16.139.250:5440,120
172.16.133.53:54218 -> 172.16.139.250:5440,60
172.16.133.33:58004 -> 172.16.139.250:5440,180
172.16.133.21:53293 -> 172.16.139.250:5440,60
172.16.133.30:62758 -> 172.16.139.250:5440,60
172.16.133.96:137 -> 172.16.133.255:137,92
172.16.133.34:50552 -> 216.115.219.126:443,60
172.16.133.68:60860 -> 172.16.139.250:5440,66
172.16.133.41:53243 -> 96.43.146.176:443,985
172.16.133.34:50553 -> 172.16.139.250:5440,60
172.16.133.12:59881 -> 172.16.139.250:5440,385
172.16.133.66:54006 -> 172.16.139.250:5440,60
96.43.146.176:443 -> 172.16.133.29:60605,60
172.16.133.37:60729 -> 172.16.139.250:5440,120
172.16.133.78:59332 -> 172.16.139.250:5440,132
172.16.133.67:56099 -> 172.16.139.250:5440,60
208.111.161.254:80 -> 172.16.133.29:61049,60
23.0.49.244:80 -> 172.16.133.29:61051,60
172.16.133.41:53253 -> 172.16.139.250:5440,180
172.16.133.132:35370 -> 74.119.118.94:80,1073
74.119.118.94:80 -> 172.16.133.132:35370,66
